"Code","Field","PublishedValue","Provenance","SourceReference","SourceTimestamp","PublishAsOfficial","Note"
"TQ38","published_name","Ghế giám đốc da The One TQ38","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Normalized public display name; not a verbatim supplier title."
"TQ38","supplier","The One","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq38","2026-08-08T15:18:48+07:00","YES","Supplier identity published on official product page."
"TQ38","category","Office Chair","PORTAL_SOURCE","productdb-data.part1.js","2026-07-20T08:40:09+07:00","YES","Portal taxonomy OFFICE_CHAIR; official page corroborates office-chair category."
"TQ38","subcategory","Executive Chair","BA_FURNITURE_EDITORIAL","PACKAGE_EXECUTIVE_CHAIR_THEONE/manifest.json","2026-08-08T15:20:05+07:00","NO","BA_Furniture package taxonomy."
"TQ38","price","5588000","PORTAL_SOURCE","productdb-data.part1.js","2026-07-20T08:40:09+07:00","PRODUCTDB_REFERENCE_ONLY","May differ from current supplier listing; final quote depends on configuration and time."
"TQ38","source_image_url","https://theone.vn/wp-content/uploads/2022/02/TQ38.jpg","OFFICIAL_SOURCE","PACKAGE_EXECUTIVE_CHAIR_THEONE/images/SOURCE_IMAGE_AUDIT.csv","2026-08-08T15:20:05+07:00","YES","Exact-code source image."
"TQ38","local_image_gallery","/assets/v10-01/executive-chair-theone/products/TQ38.jpg","BA_FURNITURE_EDITORIAL","PACKAGE_EXECUTIVE_CHAIR_THEONE/images/SOURCE_IMAGE_AUDIT.csv","2026-08-08T15:20:05+07:00","NO","Approved local derivative; one clean image only and no added product detail."
"TQ38","dimensions","W670 × D745–1030 × H1180–1260 mm","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq38","2026-08-08T15:18:48+07:00","YES","Normalized W × D × H notation."
"TQ38","material","Da thật, da công nghiệp hoặc PVC; chân và tay gỗ sơn","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq38","2026-08-08T15:18:48+07:00","YES","Normalized wording from official specification."
"TQ38","features","Điều chỉnh độ cao; ngả nhiều vị trí; chân và tay gỗ sơn","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq38","2026-08-08T15:18:48+07:00","YES","Only functions explicitly published by supplier."
"TQ38","warranty","12 tháng theo tiêu chuẩn nhà máy","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq38","2026-08-08T15:18:48+07:00","YES","Published by supplier."
"TQ38","description","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Editorial summary grounded in official fields."
"TQ38","application","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Use-case guidance, not supplier specification."
"TQ38","strength","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Sales/editorial interpretation."
"TQ38","limitation","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Buying caution, not supplier specification."
"TQ38","related_products","TQ34|TQ39","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Curated package relationship."
"TQ38","detail_url","/san-pham/ghe-giam-doc/tq38","BA_FURNITURE_EDITORIAL","vercel.json","2026-08-08T15:20:05+07:00","NO","BA_Furniture public route."
"TQ38","load_rating","","MISSING","https://theone.vn/san-pham/ghe-tq38","2026-08-08T15:18:48+07:00","NO","Not published by the verified source."
"TQ38","exact_colors","","MISSING","https://theone.vn/san-pham/ghe-tq38","2026-08-08T15:18:48+07:00","NO","Confirm per code and upholstery grade at order time."
"TQ38","stock_availability","","MISSING","https://theone.vn/san-pham/ghe-tq38","2026-08-08T15:18:48+07:00","NO","No release-safe stock fact in the package."
"TQ38","delivery_install_scope","","MISSING","PACKAGE_EXECUTIVE_CHAIR_THEONE/faq/faq.json","2026-08-08T15:20:05+07:00","NO","Must be confirmed by location and order."
"TQ38","derived_comparison","Chiều sâu tối đa nhỏ hơn TQ27|TQ34|TQ39","INFERRED_NOT_PUBLISHED","PACKAGE_EXECUTIVE_CHAIR_THEONE/knowledge/knowledge.json","2026-08-08T15:20:05+07:00","NO","May appear only as clearly scoped BA_Furniture comparison within the selected eight models."
"TQ38","source_url","https://theone.vn/san-pham/ghe-tq38","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq38","2026-08-08T15:18:48+07:00","YES","Official evidence URL."
"TQ39","code","TQ39","PORTAL_SOURCE","productdb-data.part1.js","2026-07-20T08:40:09+07:00","YES","Official page corroborates the code."
"TQ39","published_name","Ghế giám đốc cao cấp The One TQ39","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Normalized public display name; not a verbatim supplier title."
"TQ39","supplier","The One","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq39","2026-08-08T15:18:48+07:00","YES","Supplier identity published on official product page."
"TQ39","category","Office Chair","PORTAL_SOURCE","productdb-data.part1.js","2026-07-20T08:40:09+07:00","YES","Portal taxonomy OFFICE_CHAIR; official page corroborates office-chair category."
"TQ39","subcategory","Executive Chair","BA_FURNITURE_EDITORIAL","PACKAGE_EXECUTIVE_CHAIR_THEONE/manifest.json","2026-08-08T15:20:05+07:00","NO","BA_Furniture package taxonomy."
"TQ39","price","7832000","PORTAL_SOURCE","productdb-data.part1.js","2026-07-20T08:40:09+07:00","PRODUCTDB_REFERENCE_ONLY","May differ from current supplier listing; final quote depends on configuration and time."
"TQ39","source_image_url","https://theone.vn/wp-content/uploads/2022/02/TQ39.jpg","OFFICIAL_SOURCE","PACKAGE_EXECUTIVE_CHAIR_THEONE/images/SOURCE_IMAGE_AUDIT.csv","2026-08-08T15:20:05+07:00","YES","Exact-code source image."
"TQ39","local_image_gallery","/assets/v10-01/executive-chair-theone/products/TQ39.jpg","BA_FURNITURE_EDITORIAL","PACKAGE_EXECUTIVE_CHAIR_THEONE/images/SOURCE_IMAGE_AUDIT.csv","2026-08-08T15:20:05+07:00","NO","Approved local derivative; one clean image only and no added product detail."
"TQ39","dimensions","W750 × D850–1220 × H1210–1265 mm","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq39","2026-08-08T15:18:48+07:00","YES","Normalized W × D × H notation."
"TQ39","material","Da thật hoặc da công nghiệp; chân và tay gỗ sơn","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq39","2026-08-08T15:18:48+07:00","YES","Normalized wording from official specification."
"TQ39","features","Điều chỉnh độ cao; ngả nhiều vị trí; chân và tay gỗ sơn","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq39","2026-08-08T15:18:48+07:00","YES","Only functions explicitly published by supplier."
"TQ39","warranty","12 tháng theo tiêu chuẩn nhà máy","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq39","2026-08-08T15:18:48+07:00","YES","Published by supplier."
"TQ39","description","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Editorial summary grounded in official fields."
"TQ39","application","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Use-case guidance, not supplier specification."
"TQ39","strength","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Sales/editorial interpretation."
"TQ39","limitation","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Buying caution, not supplier specification."
"TQ39","related_products","TQ27|TQ38","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Curated package relationship."
"TQ39","detail_url","/san-pham/ghe-giam-doc/tq39","BA_FURNITURE_EDITORIAL","vercel.json","2026-08-08T15:20:05+07:00","NO","BA_Furniture public route."
"TQ39","load_rating","","MISSING","https://theone.vn/san-pham/ghe-tq39","2026-08-08T15:18:48+07:00","NO","Not published by the verified source."
"TQ39","exact_colors","","MISSING","https://theone.vn/san-pham/ghe-tq39","2026-08-08T15:18:48+07:00","NO","Confirm per code and upholstery grade at order time."
"TQ39","stock_availability","","MISSING","https://theone.vn/san-pham/ghe-tq39","2026-08-08T15:18:48+07:00","NO","No release-safe stock fact in the package."
"TQ39","delivery_install_scope","","MISSING","PACKAGE_EXECUTIVE_CHAIR_THEONE/faq/faq.json","2026-08-08T15:20:05+07:00","NO","Must be confirmed by location and order."
"TQ39","derived_comparison","Lớn hơn TQ01|TQ05|TQ30 nhưng nhỏ hơn TQ27 theo bề ngang","INFERRED_NOT_PUBLISHED","PACKAGE_EXECUTIVE_CHAIR_THEONE/knowledge/knowledge.json","2026-08-08T15:20:05+07:00","NO","May appear only as clearly scoped BA_Furniture comparison within the selected eight models."
"TQ39","source_url","https://theone.vn/san-pham/ghe-tq39","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq39","2026-08-08T15:18:48+07:00","YES","Official evidence URL."
